search_strategy,a_D1,b_D1,chi2_shape,npts_shape,ndatasets_shape,ndof_shape,chi2_shape_per_ndof,fit_time_sec,optimizer_nf,optimizer_flag,optimizer_message,bound_satisfied
pybobyqa_global,0.0,1.0,464.23988198382676,46,8,36,12.895552277328521,37.40403405999996,500,1,Warning (max evals): Objective has been called MAXFUN times,True
